   6.2500000e-01   8.7000000e+01
   1.1250000e+00   1.1300000e+02
   1.6250000e+00   1.0600000e+02
   2.1250000e+00   1.2100000e+02
   2.6250000e+00   1.1700000e+02
   3.1250000e+00   1.2200000e+02
   3.6250000e+00   1.1400000e+02
   4.1250000e+00   1.1100000e+02
   4.6250000e+00   9.9000000e+01
   5.1250000e+00   9.2000000e+01
   5.6250000e+00   7.5000000e+01
   6.1250000e+00   7.2000000e+01
   6.6250000e+00   5.1000000e+01
   7.1250000e+00   5.2000000e+01
   7.6250000e+00   3.4000000e+01
   8.1250000e+00   4.8000000e+01
   8.6250000e+00   3.2000000e+01
   9.1250000e+00   2.2000000e+01
   9.6250000e+00   1.2000000e+01
   1.0125000e+01   2.1000000e+01
   1.0625000e+01   1.6000000e+01
   1.1125000e+01   3.8000000e+01
   1.1625000e+01   2.9000000e+01
   1.2125000e+01   4.2000000e+01
   1.2625000e+01   4.2000000e+01
   1.3125000e+01   6.4000000e+01
   1.3625000e+01   6.8000000e+01
   1.4125000e+01   8.8000000e+01
   1.4625000e+01   1.0400000e+02
   1.5125000e+01   1.1100000e+02
   1.5625000e+01   9.7000000e+01
   1.6125000e+01   1.0900000e+02
   1.6625000e+01   1.0600000e+02
   1.7125000e+01   1.1900000e+02
   1.7625000e+01   1.1500000e+02
   1.8125000e+01   1.1800000e+02
   1.8625000e+01   1.1600000e+02
   1.9125000e+01   9.9000000e+01
   1.9625000e+01   8.8000000e+01
   2.0125000e+01   8.6000000e+01
   2.0625000e+01   7.6000000e+01
   2.1125000e+01   7.9000000e+01
   2.1625000e+01   6.6000000e+01
   2.2125000e+01   6.4000000e+01
   2.2625000e+01   5.5000000e+01
   2.3125000e+01   5.3000000e+01
   2.3625000e+01   4.1000000e+01
   2.4125000e+01   3.5000000e+01
   2.4625000e+01   2.5000000e+01
   2.5125000e+01   2.3000000e+01
   2.5625000e+01   2.5000000e+01
   2.6125000e+01   3.0000000e+01
   2.6625000e+01   2.3000000e+01
   2.7125000e+01   3.6000000e+01
   2.7625000e+01   2.7000000e+01
   2.8125000e+01   5.2000000e+01
   2.8625000e+01   4.3000000e+01
   2.9125000e+01   7.2000000e+01
   2.9625000e+01   6.9000000e+01
   3.0125000e+01   9.1000000e+01
   3.0625000e+01   9.1000000e+01
   3.1125000e+01   1.1200000e+02
   3.1625000e+01   1.0800000e+02
   3.2125000e+01   1.1300000e+02
   3.2625000e+01   1.0700000e+02
   3.3125000e+01   1.0600000e+02
   3.3625000e+01   1.0000000e+02
   3.4125000e+01   9.8000000e+01
   3.4625000e+01   8.4000000e+01
   3.5125000e+01   7.8000000e+01
   3.5625000e+01   6.5000000e+01
   3.6125000e+01   6.1000000e+01
   3.6625000e+01   5.1000000e+01
   3.7125000e+01   5.3000000e+01
   3.7625000e+01   4.6000000e+01
   3.8125000e+01   4.4000000e+01
   3.8625000e+01   2.9000000e+01
   3.9125000e+01   2.4000000e+01
   3.9625000e+01   3.4000000e+01
   4.0125000e+01   4.0000000e+01
   4.0625000e+01   3.5000000e+01
   4.1125000e+01   4.4000000e+01
   4.1625000e+01   3.8000000e+01
   4.2125000e+01   5.5000000e+01
   4.2625000e+01   5.5000000e+01
   4.3125000e+01   6.7000000e+01
   4.3625000e+01   7.8000000e+01
   4.4125000e+01   8.9000000e+01
   4.4625000e+01   8.5000000e+01
   4.5125000e+01   1.0200000e+02
   4.5625000e+01   1.0100000e+02
   4.6125000e+01   1.0200000e+02
   4.6625000e+01   9.7000000e+01
   4.7125000e+01   1.0400000e+02
   4.7625000e+01   9.9000000e+01
   4.8125000e+01   1.0200000e+02
   4.8625000e+01   8.8000000e+01
   4.9125000e+01   8.3000000e+01
   4.9625000e+01   7.6000000e+01
   5.0125000e+01   7.6000000e+01
   5.0625000e+01   7.7000000e+01
   5.1125000e+01   8.2000000e+01
